CustomerCode	DefaultCost	DefaultPrice	ExtendedCost	ExtendedPrice	FilledDescription	LineNumber	LineType	LineWeight	OrderByUM	LotTotalCost	OrderNumber	OverrideCost	OverridePrice	PricingUM	ProductCode	ProductDescription	ProductText1	ProductText2	Quantity_Pricing	Quantity_Ordered	Quantity_Estimated	UnitPrice	UnitCost	LotQuantity_Prc	LotQuantity_Alt	InvoiceDate
955	3.16	4.2	36.66	48.72		7	1	11.6	PC	36.66	609220	0	4.2	LB	 42256-1-01	BRISKET, FIRST CUT 7/CS CH			11.6	2	6	4.2	3.16	11.6	1	06/27/2011
955	9.4966	12	116.62	147.36		8	1	12.28	BX	116.62	609220	0	12	LB	 35712-1-01	BEEF, RIB CHOP 18/20 OZ BI CH			12.28	1	11.25	12	9.4966	12.28	1	06/27/2011
955	7.4167	10.7	104.58	150.87		9	1	14.1	BX	104.58	609220	0	10.7	LB	 36058-1-01	BEEF, P-HOUSE 22-OZ 1" CH			14.1	1	13.75	10.7	7.4167	14.1	1	06/27/2011
955	17.8892	20.5	172.81	198.03		10	1	9.66	BX	172.81	609220	0	20.5	LB	 34953-1-01	FILET, 15-OZ BI CH WILDFIRE			9.66	1	9.38	20.5	17.8892	9.66	1	06/27/2011
955	9.8742	11.6	171.82	201.84		11	1	17.4	BX	171.82	609220	0	11.6	LB	 35959-1-01	BEEF, SKIRT STEAK 14-OZ CC			17.4	2	17.5	11.6	9.8742	17.4	2	06/27/2011
955	11.873	14.4	145.56	176.54		12	1	12.26	BX	145.56	609220	0	14.4	LB	 55256-1-01	LAMB, P-HOUSE 6-OZ NT CH			12.26	2	11.2	14.4	11.873	12.26	2	06/27/2011
955	3.95	4.98	131.77	166.13		13	1	33.36	BX	131.77	609220	0	4.98	LB	 42137-1-01	VIENNA NEW YORK PASTRAMI			33.36	1	30	4.98	3.95	33.36	1	06/27/2011
71	14.59	16.6	43.77	49.8		1	1	3	BX	43.77	609221	0	16.6	BX	 99005-1-01	PEACHES & CREAM CORN 104795			3	3	3	16.6	14.59	3	3	06/27/2011
71	9.8742	11.6	349.95	411.1		2	1	35.44	BX	349.95	609221	0	11.6	LB	 35959-1-01	BEEF, SKIRT STEAK 14-OZ CC			35.44	4	35	11.6	9.8742	35.44	4	06/27/2011
71	9.75	11.25	440.12	507.83		3	1	45.14	BX	440.12	609221	0	11.25	LB	 35170-1-01	FILET, 3-OZ 1190A 3/PK			45.14	4	45	11.25	9.75	45.14	4	06/27/2011
71	11.873	14.4	65.78	79.78		4	1	5.54	BX	65.78	609221	0	14.4	LB	 55256-1-01	LAMB, P-HOUSE 6-OZ NT CH			5.54	1	5.6	14.4	11.873	5.54	1	06/27/2011
71	2.66	2.92	85.12	93.44		5	1	32	BX	85.12	609221	0	2.92	LB	 43695-1-01	GROUND BEEF, PATTY 8-OZ 80/20			32	2	32	2.92	2.66	32	2	06/27/2011
71	2.66	2.92	37.24	40.88		6	1	14	BX	37.24	609221	0	2.92	LB	 43692-1-01	GROUND BEEF, PATTY 4-OZ 80/20			14	1	14	2.92	2.66	14	1	06/27/2011
71	4.28	4.55	128.4	136.5		7	1	30	BX	128.4	609221	0	4.55	LB	 66251-1-01	BACON, BITS			30	3	30	4.55	4.28	30	3	06/27/2011
71	5.58	6.6	450.86	533.28		8	1	80.8	BX	450.86	609221	0	6.6	LB	 31333-1-01	BEEF, RIB EYE 2" 13 1/2 UP CH			80.8	1	67.5	6.6	5.58	80.8	1	06/27/2011
71	2.55	2.75	59.93	64.63		9	1	23.5	PC	59.93	609221	0	2.75	LB	 66634-1-01	PORK, LOIN BNLS LIP OFF			23.5	3	15	2.75	2.55	23.5	1	06/27/2011
71	1.87	2.5	34.22	45.75		10	1	18.3	PC	34.22	609221	0	2.5	LB	 66387-1-01	PORK, BUTT BNLS			18.3	2	14	2.5	1.87	18.3	1	06/27/2011
71	3.16	4.2	89.74	119.28		11	1	28.4	PC	89.74	609221	0	4.2	LB	 42256-1-01	BRISKET, FIRST CUT 7/CS CH			28.4	3	9	4.2	3.16	28.4	1	06/27/2011
71	6.95	8.05	141.09	163.42		12	1	20.3	LB	141.09	609221	0	8.05	LB	 44205-1-01	BEEF, BNLS SHORT RIB 123D NVL			20.3	20	20	8.05	6.95	20.3	1	06/27/2011
71	10.5	12.95	103.95	128.21		13	1	9.9	BX	103.95	609221	0	12.95	LB	 15553-1-01	BEEF, FILET OF RIB EYE 8-OZ PR			9.9	1	10	12.95	10.5	9.9	1	06/27/2011
3487	1.87	2.5	29.36	39.25		1	1	15.7	PC	29.36	609222	0	2.5	LB	 66387-1-01	PORK, BUTT BNLS			15.7	2	14	2.5	1.87	15.7	1	06/27/2011
3487	3.16	4.2	50.24	66.78		2	1	15.9	PC	50.24	609222	0	4.2	LB	 42256-1-01	BRISKET, FIRST CUT 7/CS CH			15.9	2	6	4.2	3.16	15.9	1	06/27/2011
3487	15.11	17.35	571.46	656.18		3	1	37.82	BX	571.46	609222	0	17.35	LB	 42363-1-01	FILET, 10-OZ 1190 WILDFIRE SEL			37.82	3	37.5	17.35	15.11	37.82	3	06/27/2011
3487	15.11	17.35	132.06	151.64		4	1	8.74	BX	132.06	609222	0	17.35	LB	 42361-1-01	FILET, 7-OZ 1190 WILDFIRE SEL			8.74	1	8.75	17.35	15.11	8.74	1	06/27/2011
3487	17.8892	20.5	173.88	199.26		5	1	9.72	BX	173.88	609222	0	20.5	LB	 34953-1-01	FILET, 15-OZ BI CH WILDFIRE			9.72	1	9.38	20.5	17.8892	9.72	1	06/27/2011
3487	9.75	11.25	223.09	257.4		6	1	22.88	BX	223.09	609222	0	11.25	LB	 35170-1-01	FILET, 3-OZ 1190A 3/PK			22.88	2	22.5	11.25	9.75	22.88	2	06/27/2011
3487	8	10.85	69.12	93.74		7	1	8.64	BX	69.12	609222	0	10.85	LB	 16818-1-01	STRIPSTK, 14-OZ BNLS VN 1 SIDE			8.64	1	8.75	10.85	8	8.64	1	06/27/2011
3487	9.4966	12	117.19	148.08		8	1	12.34	BX	117.19	609222	0	12	LB	 35712-1-01	BEEF, RIB CHOP 18/20 OZ BI CH			12.34	1	11.25	12	9.4966	12.34	1	06/27/2011
3487	2.66	2.92	37.24	40.88		9	1	14	BX	37.24	609222	0	2.92	LB	 43692-1-01	GROUND BEEF, PATTY 4-OZ 80/20			14	1	14	2.92	2.66	14	1	06/27/2011
3487	2.66	2.92	42.56	46.72		10	1	16	BX	42.56	609222	0	2.92	LB	 43695-1-01	GROUND BEEF, PATTY 8-OZ 80/20			16	1	16	2.92	2.66	16	1	06/27/2011
3487	3.82	4.39	57.3	65.85		11	1	15	BX	57.3	609222	0	4.39	LB	 66465-1-01	BACON, 14/17 15# BOX FROZEN			15	1	15	4.39	3.82	15	1	06/27/2011
3487	9.8742	11.6	173	203.23		12	1	17.52	BX	173	609222	0	11.6	LB	 35959-1-01	BEEF, SKIRT STEAK 14-OZ CC			17.52	2	17.5	11.6	9.8742	17.52	2	06/27/2011
3487	7	8.5	192.78	234.09		13	1	27.54	BX	192.78	609222	0	8.5	LB	 32247-1-01	BEEF, TENDER TAILS 1190A CH			27.54	2	24	8.5	7	27.54	2	06/27/2011
3487	11.873	14.4	67.68	82.08		14	1	5.7	BX	67.68	609222	0	14.4	LB	 55256-1-01	LAMB, P-HOUSE 6-OZ NT CH			5.7	1	5.6	14.4	11.873	5.7	1	06/27/2011
3487	7.5	10.95	78.3	114.32		15	1	10.44	BX	78.3	609222	0	10.95	LB	 34323-1-01	STRIPSTK, 8-OZ CC BNLS 1" CH			10.44	1	10	10.95	7.5	10.44	1	06/27/2011
3487	2.55	2.75	40.55	43.73		16	1	15.9	PC	40.55	609222	0	2.75	LB	 66634-1-01	PORK, LOIN BNLS LIP OFF			15.9	2	10	2.75	2.55	15.9	1	06/27/2011
3487	0.93	1.02	86.59	94.96		17	1	93.1	BX	86.59	609222	0	1.02	LB	 48504-1-01	BEEF, BONES CUT - MARROW BONES			93.1	2	70	1.02	0.93	93.1	2	06/27/2011
3487	2.99	3.75	35.88	45		18	1	12	BX	35.88	609222	0	3.75	LB	 44101-1-01	SAUSAGE, CHIPTOLE CHICKEN BULK			12	1	12	3.75	2.99	12	1	06/27/2011
3487	14.59	16.6	14.59	16.6		19	1	1	BX	14.59	609222	0	16.6	BX	 99005-1-01	PEACHES & CREAM CORN 104795			1	1	1	16.6	14.59	1	1	06/27/2011
3487	4.28	4.55	42.8	45.5		20	1	10	BX	42.8	609222	0	4.55	LB	 66251-1-01	BACON, BITS			10	1	10	4.55	4.28	10	1	06/27/2011
1033	15.3097	17.45	156.47	178.34		1	1	10.22	BX	156.47	609223	0	17.45	LB	 14229-1-01	STRIPSTK, 16-OZ BI NV CC 1" PR			10.22	1	10	17.45	15.3097	10.22	1	06/27/2011
1033	18.8607	21.6	299.51	343.01		2	1	15.88	BX	299.51	609223	0	21.6	LB	 14114-1-01	STRIPSTK, 13-OZ CC NV 1" PR			15.88	2	16.26	21.6	18.8607	15.88	2	06/27/2011
1033	15.3097	17.45	88.8	101.21		3	1	5.8	PC	88.8	609223	0	17.45	LB	 16097-1-01	BEEF, P-HOUSE 48-OZ PR			5.8	2	6	17.45	15.3097	5.8	1	06/27/2011
688	5.5	6.5	183.15	216.45		1	1	33.3	PC	183.15	609224	0	6.5	LB	 22126-1-01	BEEF, EXPORT RIB 16/UP CAB			33.3	2	32	6.5	5.5	33.3	1	06/27/2011
688	5.5727	6.95	115.46	144		2	1	20.72	BX	115.46	609224	0	6.95	LB	 14001-1-01	LONDON BROIL (CULOTTE) 12-18OZ			20.72	2	30	6.95	5.5727	20.72	2	06/27/2011
688	18.2676	19.95	449.75	491.17		3	1	24.62	BX	449.75	609224	0	19.95	LB	 35028-1-01	FILET, 8-OZ 1190B TAVERN CH			24.62	2	24	19.95	18.2676	24.62	2	06/27/2011
688	16.1833	17.95	202.94	225.09		4	1	12.54	BX	202.94	609224	0	17.95	LB	 14251-1-01	STRIPSTK, 20-OZ BI NV CC 1" PR			12.54	1	12.5	17.95	16.1833	12.54	1	06/27/2011
688	17.2	19.5	147.58	167.31		5	1	8.58	BX	147.58	609224	0	19.5	LB	 14190-1-01	STRIPSTK, 14-OZ CC NV 1" PR			8.58	1	8.75	19.5	17.2	8.58	1	06/27/2011
67	3.1	3.25	336	357.5		1	1	110	BX	336	609225	0	3.25	LB	 78119-1-01	GROUND BEEF, GIBSONS			110	11	110	3.25	3.1	110	11	06/27/2011
67	6.9004	0	104.33	120.96		2	1	15.12	BX	104.33	609225	0	8	LB	 14150-1-01	VEIN STEAK 12OZ DENUDED PR			15.12	1	15	8	6.9004	15.12	1	06/27/2011
3982	10.56	12.3	5027.62	5856.03		1	1	476.1	BX	5027.62	609226	0	12.3	LB	 11204-1-01	TENDERS, 6/UP PSMO PR			476.1	6	510	12.3	10.56	476.1	6	06/27/2011
3982	8.05	9.35	824.32	957.44		2	1	102.4	PC	824.32	609226	0	9.35	LB	 11314-1-01	BEEF, RIB EYE 2" 13 1/2 UP PR			102.4	6	81	9.35	8.05	102.4	2	06/27/2011
3982	17.2	20.95	779.16	949.04		3	1	45.3	BX	779.16	609226	0	20.95	LB	 14142-1-01	STRIPSTK, 12-OZ CC NV 1" PR			45.3	3	45	20.95	17.2	45.3	3	06/27/2011
3982	16.1833	18.75	613.34	710.63		4	1	37.9	BX	613.34	609226	0	18.75	LB	 14251-1-01	STRIPSTK, 20-OZ BI NV CC 1" PR			37.9	3	37.5	18.75	16.1833	37.9	3	06/27/2011
3982	15.9418	17.5	208.52	228.9		5	1	13.08	BX	208.52	609226	0	17.5	LB	 16017-1-01	BEEF, P-HOUSE 20-OZ 1" PR 			13.08	1	12.5	17.5	15.9418	13.08	1	06/27/2011
