LongDate	ReceivedDate	TransactionDate	Sequence	ProductCode	LotNumber	LotUnitCost	AlternateQuantity	PricingQuantity	SerialNumber	LineCode	VendorCode	Pallet_ID	TransactionType	PO_Number	Warehouse
201106200735	06/20/2011	06/20/2011	3224	 42345-1-01	98299660  	4.54	1	30	12039901	3901	13302	00004800        	1	     72244	1
201106200735	06/20/2011	06/20/2011	3225	 42345-1-01	98299670  	4.54	1	29.4	12039902	3901	13302	00004800        	1	     72244	1
201106200735	06/20/2011	06/20/2011	3226	 42345-1-01	98299680  	4.54	1	27.8	12039903	3901	13302	00004800        	1	     72244	1
201106200735	06/20/2011	06/20/2011	3227	 42345-1-01	98299690  	4.54	1	27.6	12039904	3901	13302	00004800        	1	     72244	1
201106200735	06/20/2011	06/20/2011	3228	 42345-1-01	98299700  	4.54	1	32.4	12039905	3901	13302	00004800        	1	     72244	1
201106200735	06/20/2011	06/20/2011	3229	 42345-1-01	98299710  	4.54	1	31.4	12039906	3901	13302	00004800        	1	     72244	1
201106200735	06/20/2011	06/20/2011	3230	 42345-1-01	98299720  	4.54	1	30.5	12039907	3901	13302	00004800        	1	     72244	1
201106200735	06/20/2011	06/20/2011	3231	 42345-1-01	98299730  	4.54	1	30.6	12039908	3901	13302	00004800        	1	     72244	1
201106200735	06/20/2011	06/20/2011	3232	 42345-1-01	98299740  	4.54	1	28.1	12039909	3901	13302	00004800        	1	     72244	1
201106200735	06/20/2011	06/20/2011	3233	 42345-1-01	98299750  	4.54	1	34.8	12039910	3901	13302	00004800        	1	     72244	1
201106200735	06/20/2011	06/20/2011	3234	 42345-1-01	98299760  	4.54	1	33.1	12039911	3901	13302	00004800        	1	     72244	1
201106200735	06/20/2011	06/20/2011	3235	 42345-1-01	98299770  	4.54	1	29.5	12039912	3901	13302	00004800        	1	     72244	1
201106200735	06/20/2011	06/20/2011	3236	 42345-1-01	98299780  	4.54	1	26.6	12039913	3901	13302	00004800        	1	     72244	1
201106200735	06/20/2011	06/20/2011	3237	 42345-1-01	98299790  	4.54	1	31	12039914	3901	13302	00004800        	1	     72244	1
201106200735	06/20/2011	06/20/2011	3238	 42345-1-01	98299800  	4.54	1	26.5	12039915	3901	13302	00004800        	1	     72244	1
201106200735	06/20/2011	06/20/2011	3239	 42345-1-01	98299810  	4.54	1	29.5	12039916	3901	13302	00004800        	1	     72244	1
201106200735	06/20/2011	06/20/2011	3240	 42345-1-01	98299820  	4.54	1	29.4	12039917	3901	13302	00004800        	1	     72244	1
201106200735	06/20/2011	06/20/2011	3241	 42345-1-01	98299840  	4.54	1	27.9	12039918	3901	13302	00004800        	1	     72244	1
201106200735	06/20/2011	06/20/2011	3242	 42345-1-01	98299850  	4.54	1	28.1	12039919	3901	13302	00004800        	1	     72244	1
201106200735	06/20/2011	06/20/2011	3243	 42345-1-01	98299860  	4.54	1	27.3	12039920	3901	13302	00004800        	1	     72244	1
201106200735	06/20/2011	06/20/2011	3244	 42345-1-01	98299870  	4.54	1	26.4	12039921	3901	13302	00004800        	1	     72244	1
201106200739	06/20/2011	06/20/2011	365	 48501-1-01	17992685  	0.93	-1	-46.2	12039922	7320	12068	00005117        	4		1
201106200739	06/20/2011	06/20/2011	51	 48504-1-01	17992685  	0.93	1	46.2	12039923	7321	12068		1		1
201106200747	06/20/2011	06/20/2011	3245	  4215-1-01	0386331067	2.12	1	44.6	12039924	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3246	  4215-1-01	0386331157	2.12	1	44.8	12039925	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3247	  4215-1-01	0386332038	2.12	1	34.9	12039926	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3248	  4215-1-01	0386338736	2.12	1	43.2	12039927	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3249	  4215-1-01	0386338815	2.12	1	45	12039928	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3250	  4215-1-01	0386339019	2.12	1	44.9	12039929	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3251	  4215-1-01	0386339103	2.12	1	35.9	12039930	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3252	  4215-1-01	0386339115	2.12	1	37	12039931	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3253	  4216-1-01	0000192348	1.59	1	63	12039932	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3254	  4216-1-01	0723879585	1.59	1	70.3	12039933	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3255	  4216-1-01	0723879723	1.59	1	72.4	12039934	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3256	  4244-1-01	0723855047	3.54	1	15.4	12039935	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3257	  4244-1-01	0723865418	3.54	1	13.7	12039936	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3258	  4244-1-01	0723865430	3.54	1	13	12039937	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3259	  4244-1-01	0723865593	3.54	1	12.6	12039938	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3260	  4244-1-01	0723865641	3.54	1	12.6	12039939	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3261	  4244-1-01	0723865656	3.54	1	13.3	12039940	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3262	  4244-1-01	0723865669	3.54	1	13.1	12039941	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3263	  4244-1-01	0723865675	3.54	1	14.3	12039942	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3264	  4318-1-01	0723859159	2.15	1	55.4	12039943	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3265	  4318-1-01	0888182955	2.15	1	62.3	12039944	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3266	  4318-1-01	0888262921	2.15	1	63.5	12039945	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3267	  4318-1-01	0888262992	2.15	1	58.7	12039946	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3268	  4318-1-01	0888263024	2.15	1	58.9	12039947	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3269	  4318-1-01	0888263079	2.15	1	60.4	12039948	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3270	  4318-1-01	0888263090	2.15	1	58.1	12039949	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3271	  4318-1-01	0888263099	2.15	1	60.7	12039950	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3272	  4318-1-01	0888263106	2.15	1	60	12039951	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3273	  4318-1-01	0888263151	2.15	1	57.9	12039952	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3274	  4318-1-01	0888263190	2.15	1	55.3	12039953	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3275	  4318-1-01	0888263207	2.15	1	56.4	12039954	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3276	  4318-1-01	0888263397	2.15	1	56.7	12039955	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3277	  4318-1-01	0888263438	2.15	1	57.1	12039956	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3278	  4318-1-01	0888263444	2.15	1	57.3	12039957	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3279	  4318-1-01	0888263457	2.15	1	57.1	12039958	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3280	  4318-1-01	0888263491	2.15	1	60	12039959	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3281	  4318-1-01	0888263504	2.15	1	61.4	12039960	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3282	  4318-1-01	0888263515	2.15	1	56.1	12039961	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3283	  4318-1-01	0888263603	2.15	1	56.3	12039962	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3284	  4318-1-01	0888263618	2.15	1	56.8	12039963	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3285	  4318-1-01	0888263850	2.15	1	61.5	12039964	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3286	  4318-1-01	0888263892	2.15	1	57.5	12039965	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3287	  4318-1-01	0888263917	2.15	1	59	12039966	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3288	  4318-1-01	0888263982	2.15	1	60.7	12039967	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3289	  4318-1-01	0888264065	2.15	1	55.2	12039968	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3290	  4318-1-01	0888264164	2.15	1	58.4	12039969	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3291	  4318-1-01	0888264173	2.15	1	56.3	12039970	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3292	  4318-1-01	0888264184	2.15	1	56.5	12039971	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3293	  4318-1-01	0888264206	2.15	1	57.3	12039972	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3294	  4409-1-01	0386352944	3.52	1	26	12039973	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3295	  4409-1-01	0386353397	3.52	1	27.3	12039974	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3296	  4410-1-01	0723890659	2.22	1	54.1	12039975	3901	12450		1	     93359	1
201106200747	06/20/2011	06/20/2011	3297	  4410-1-01	0723890805	2.22	1	45.2	12039976	3901	12450		1	     93359	1
201106200753	06/20/2011	06/20/2011	3298	  1047-1-01	0114828748	5.283	1	72.2	12039977	3901	12450	00004799        	1	     56276	1
201106200753	06/20/2011	06/20/2011	3299	  1047-1-01	0114828780	5.283	1	73.7	12039978	3901	12450	00004799        	1	     56276	1
201106200753	06/20/2011	06/20/2011	3300	  1047-1-01	0114828835	5.283	1	77.4	12039979	3901	12450	00004799        	1	     56276	1
201106200753	06/20/2011	06/20/2011	3301	  1047-1-01	0114828901	5.283	1	78.2	12039980	3901	12450	00004799        	1	     56276	1
201106200753	06/20/2011	06/20/2011	3302	  1047-1-01	0115732429	5.283	1	73.1	12039981	3901	12450	00004799        	1	     56276	1
201106200753	06/20/2011	06/20/2011	3303	  1047-1-01	0115732478	5.283	1	77.7	12039982	3901	12450	00004799        	1	     56276	1
201106200753	06/20/2011	06/20/2011	3304	  1047-1-01	0115732499	5.283	1	71.5	12039983	3901	12450	00004799        	1	     56276	1
201106200753	06/20/2011	06/20/2011	3305	  1047-1-01	0115732518	5.283	1	80.5	12039984	3901	12450	00004799        	1	     56276	1
201106200753	06/20/2011	06/20/2011	3306	  1047-1-01	0115732636	5.283	1	73.6	12039985	3901	12450	00004799        	1	     56276	1
201106200753	06/20/2011	06/20/2011	3307	  1047-1-01	0115732661	5.283	1	73.6	12039986	3901	12450	00004799        	1	     56276	1
201106200753	06/20/2011	06/20/2011	3308	  1047-1-01	0115732752	5.283	1	81.7	12039987	3901	12450	00004799        	1	     56276	1
201106200753	06/20/2011	06/20/2011	3309	  1047-1-01	0115732824	5.283	1	71.1	12039988	3901	12450	00004799        	1	     56276	1
201106200753	06/20/2011	06/20/2011	3310	  1047-1-01	0115751422	5.283	1	82.7	12039989	3901	12450	00004799        	1	     56276	1
201106200753	06/20/2011	06/20/2011	3311	  1047-1-01	0115751478	5.283	1	76.6	12039990	3901	12450	00004799        	1	     56276	1
201106200753	06/20/2011	06/20/2011	3312	  1047-1-01	0115751525	5.283	1	76.6	12039991	3901	12450	00004799        	1	     56276	1
201106200753	06/20/2011	06/20/2011	3313	  1047-1-01	0115751556	5.283	1	70.5	12039992	3901	12450	00004799        	1	     56276	1
201106200753	06/20/2011	06/20/2011	3314	  1047-1-01	0117027410	5.283	1	70.2	12039993	3901	12450	00004799        	1	     56276	1
201106200753	06/20/2011	06/20/2011	3315	  1047-1-01	0117042177	5.283	1	71.4	12039994	3901	12450	00004799        	1	     56276	1
201106200753	06/20/2011	06/20/2011	3316	  1047-1-01	0117042572	5.283	1	72	12039995	3901	12450	00004799        	1	     56276	1
201106200753	06/20/2011	06/20/2011	3317	  1047-1-01	0117043108	5.283	1	70.2	12039996	3901	12450	00004799        	1	     56276	1
201106200755	06/20/2011	06/20/2011	3318	  1790-1-01	0115793024	5.673	1	77.7	12039997	3901	12450	00004798        	1	     56276	1
201106200755	06/20/2011	06/20/2011	3319	  1790-1-01	0115793246	5.673	1	80.8	12039998	3901	12450	00004798        	1	     56276	1
201106200755	06/20/2011	06/20/2011	3320	  1790-1-01	0115793353	5.673	1	80.9	12039999	3901	12450	00004798        	1	     56276	1
201106200755	06/20/2011	06/20/2011	3321	  1790-1-01	0115793355	5.673	1	75.6	12040000	3901	12450	00004798        	1	     56276	1
201106200755	06/20/2011	06/20/2011	3322	  1790-1-01	0115793358	5.673	1	78.8	12040001	3901	12450	00004798        	1	     56276	1
201106200755	06/20/2011	06/20/2011	3323	  1790-1-01	0115793470	5.673	1	82.6	12040002	3901	12450	00004798        	1	     56276	1
201106200755	06/20/2011	06/20/2011	3324	  1790-1-01	0115793477	5.673	1	83.9	12040003	3901	12450	00004798        	1	     56276	1
201106200755	06/20/2011	06/20/2011	3325	  1790-1-01	0115793479	5.673	1	81.8	12040004	3901	12450	00004798        	1	     56276	1
201106200755	06/20/2011	06/20/2011	3326	  1790-1-01	0117075916	5.673	1	86.2	12040005	3901	12450	00004798        	1	     56276	1
201106200755	06/20/2011	06/20/2011	3327	  1790-1-01	0117075967	5.673	1	81	12040006	3901	12450	00004798        	1	     56276	1
201106200758	06/20/2011	06/20/2011	5543	 66634-1-01	0000570067	2.55	1	30.8	12040007	8   	0		3		1
201106200758	06/20/2011	06/20/2011	5544	 44205-1-01	0000570068	6.95	1	19.2	12040008	8   	0		3		1
201106200758	06/20/2011	06/20/2011	5545	 66387-1-01	0000570069	1.79	1	17.1	12040009	8   	0		3		1
201106200758	06/20/2011	06/20/2011	5546	 42256-1-01	0000570070	3.16	1	18.8	12040010	8   	0		3		1
201106200804	06/20/2011	06/20/2011	3328	  1675-1-01	0114846382	8.553	1	82.5	12040011	3901	12450	00004797        	1	     56276	1
201106200804	06/20/2011	06/20/2011	3329	  1675-1-01	0114846407	8.553	1	81.2	12040012	3901	12450	00004797        	1	     56276	1
201106200804	06/20/2011	06/20/2011	3330	  1675-1-01	0114846425	8.553	1	79.7	12040013	3901	12450	00004797        	1	     56276	1
201106200804	06/20/2011	06/20/2011	3331	  1675-1-01	0114846432	8.553	1	81.9	12040014	3901	12450	00004797        	1	     56276	1
201106200804	06/20/2011	06/20/2011	3332	  1675-1-01	0114846439	8.553	1	75.3	12040015	3901	12450	00004797        	1	     56276	1
201106200804	06/20/2011	06/20/2011	3333	  1675-1-01	0114846449	8.553	1	81.4	12040016	3901	12450	00004797        	1	     56276	1
201106200804	06/20/2011	06/20/2011	3334	  1675-1-01	0114846462	8.553	1	71.8	12040017	3901	12450	00004797        	1	     56276	1
201106200804	06/20/2011	06/20/2011	3335	  1675-1-01	0114846470	8.553	1	75.5	12040018	3901	12450	00004797        	1	     56276	1
201106200804	06/20/2011	06/20/2011	3336	  1675-1-01	0114846476	8.553	1	72.7	12040019	3901	12450	00004797        	1	     56276	1
201106200804	06/20/2011	06/20/2011	3337	  1675-1-01	0114846490	8.553	1	74.9	12040020	3901	12450	00004797        	1	     56276	1
201106200804	06/20/2011	06/20/2011	3338	  1675-1-01	0114846502	8.553	1	78.6	12040021	3901	12450	00004797        	1	     56276	1
201106200804	06/20/2011	06/20/2011	3339	  1675-1-01	0114846507	8.553	1	78.6	12040022	3901	12450	00004797        	1	     56276	1
201106200804	06/20/2011	06/20/2011	3340	  1675-1-01	0114846516	8.553	1	79.5	12040023	3901	12450	00004797        	1	     56276	1
201106200804	06/20/2011	06/20/2011	3341	  1675-1-01	0114846569	8.553	1	69.5	12040024	3901	12450	00004797        	1	     56276	1
201106200804	06/20/2011	06/20/2011	3342	  1675-1-01	0114846582	8.553	1	68.7	12040025	3901	12450	00004797        	1	     56276	1
201106200805	06/20/2011	06/20/2011	3343	  1448-1-01	0114838884	5.473	1	80.2	12040026	3901	12450	00004796        	1	     56276	1
201106200805	06/20/2011	06/20/2011	3344	  1448-1-01	0114857008	5.473	1	80	12040027	3901	12450	00004796        	1	     56276	1
201106200805	06/20/2011	06/20/2011	3345	  1448-1-01	0114857013	5.473	1	79.6	12040028	3901	12450	00004796        	1	     56276	1
201106200805	06/20/2011	06/20/2011	3346	  1448-1-01	0114857064	5.473	1	73.8	12040029	3901	12450	00004796        	1	     56276	1
201106200805	06/20/2011	06/20/2011	3347	  1448-1-01	0114857075	5.473	1	75.7	12040030	3901	12450	00004796        	1	     56276	1
201106200805	06/20/2011	06/20/2011	3348	  1448-1-01	0114857080	5.473	1	81.2	12040031	3901	12450	00004796        	1	     56276	1
201106200805	06/20/2011	06/20/2011	3349	  1448-1-01	0114857085	5.473	1	81.5	12040032	3901	12450	00004796        	1	     56276	1
201106200805	06/20/2011	06/20/2011	3350	  1448-1-01	0114857086	5.473	1	83.9	12040033	3901	12450	00004796        	1	     56276	1
201106200805	06/20/2011	06/20/2011	3351	  1448-1-01	0114857093	5.473	1	76.7	12040034	3901	12450	00004796        	1	     56276	1
201106200805	06/20/2011	06/20/2011	3352	  1448-1-01	0114857094	5.473	1	80.6	12040035	3901	12450	00004796        	1	     56276	1
201106200805	06/20/2011	06/20/2011	3353	  1448-1-01	0114857098	5.473	1	81.6	12040036	3901	12450	00004796        	1	     56276	1
201106200805	06/20/2011	06/20/2011	3354	  1448-1-01	0114857620	5.473	1	79.6	12040037	3901	12450	00004796        	1	     56276	1
201106200805	06/20/2011	06/20/2011	3355	  1448-1-01	0114857646	5.473	1	77.6	12040038	3901	12450	00004796        	1	     56276	1
201106200805	06/20/2011	06/20/2011	3356	  1448-1-01	0114858101	5.473	1	83	12040039	3901	12450	00004796        	1	     56276	1
201106200805	06/20/2011	06/20/2011	3357	  1448-1-01	0114858107	5.473	1	78.4	12040040	3901	12450	00004796        	1	     56276	1
201106200807	06/20/2011	06/20/2011	3358	  3706-1-01	0048438966	5.093	1	23.4	12040041	3901	12450	00004795        	1	     56276	1
201106200807	06/20/2011	06/20/2011	3359	  3706-1-01	0048438986	5.093	1	23.7	12040042	3901	12450	00004795        	1	     56276	1
201106200807	06/20/2011	06/20/2011	3360	  3706-1-01	0048439028	5.093	1	24.4	12040043	3901	12450	00004795        	1	     56276	1
201106200807	06/20/2011	06/20/2011	3361	  3706-1-01	0048439039	5.093	1	21.6	12040044	3901	12450	00004795        	1	     56276	1
201106200807	06/20/2011	06/20/2011	3362	  3706-1-01	0048439047	5.093	1	19.7	12040045	3901	12450	00004795        	1	     56276	1
201106200807	06/20/2011	06/20/2011	3363	  3706-1-01	0048457996	5.093	1	24.6	12040046	3901	12450	00004795        	1	     56276	1
201106200807	06/20/2011	06/20/2011	3364	  3706-1-01	0048457997	5.093	1	24.6	12040047	3901	12450	00004795        	1	     56276	1
201106200807	06/20/2011	06/20/2011	3365	  3706-1-01	0048457999	5.093	1	24.8	12040048	3901	12450	00004795        	1	     56276	1
201106200807	06/20/2011	06/20/2011	3366	  3706-1-01	0048482258	5.093	1	22.3	12040049	3901	12450	00004795        	1	     56276	1
201106200807	06/20/2011	06/20/2011	3367	  3706-1-01	0048482285	5.093	1	22.5	12040050	3901	12450	00004795        	1	     56276	1
201106200807	06/20/2011	06/20/2011	3368	  3706-1-01	0048507401	5.093	1	23.4	12040051	3901	12450	00004795        	1	     56276	1
201106200807	06/20/2011	06/20/2011	3369	  3706-1-01	0048507402	5.093	1	23.5	12040052	3901	12450	00004795        	1	     56276	1
201106200807	06/20/2011	06/20/2011	3370	  3706-1-01	0048507403	5.093	1	24.1	12040053	3901	12450	00004795        	1	     56276	1
201106200807	06/20/2011	06/20/2011	3371	  3706-1-01	0048507404	5.093	1	25.5	12040054	3901	12450	00004795        	1	     56276	1
201106200807	06/20/2011	06/20/2011	3372	  3706-1-01	0048507409	5.093	1	24	12040055	3901	12450	00004795        	1	     56276	1
201106200808	06/20/2011	06/20/2011	5547	 42256-1-01	0000570071	3.16	1	16.8	12040056	8   	0		3		1
201106200808	06/20/2011	06/20/2011	5548	 32208-1-01	0000570072	8.04	1	29.5	12040057	8   	0		3		1
201106200809	06/20/2011	06/20/2011	5549	 44205-1-01	0000570073	6.95	1	20.3	12040058	8   	0		3		1
201106200809	06/20/2011	06/20/2011	5550	 66634-1-01	0000570074	2.55	1	16.2	12040059	8   	0		3		1
201106200809	06/20/2011	06/20/2011	5551	 66387-1-01	0000570075	1.79	1	15.2	12040060	8   	0		3		1
201106200813	06/20/2011	06/20/2011	3373	  1904-1-01	0114858040	2.593	1	75.2	12040061	3901	12450	00004794        	1	     56276	1
201106200813	06/20/2011	06/20/2011	3374	  1904-1-01	0114858041	2.593	1	85.1	12040062	3901	12450	00004794        	1	     56276	1
201106200813	06/20/2011	06/20/2011	3375	  1904-1-01	0114858042	2.593	1	80.6	12040063	3901	12450	00004794        	1	     56276	1
201106200813	06/20/2011	06/20/2011	3376	  1904-1-01	0114858061	2.593	1	91.5	12040064	3901	12450	00004794        	1	     56276	1
201106200813	06/20/2011	06/20/2011	3377	  1904-1-01	0114858064	2.593	1	81.1	12040065	3901	12450	00004794        	1	     56276	1
201106200813	06/20/2011	06/20/2011	3378	  1904-1-01	0114858070	2.593	1	84.3	12040066	3901	12450	00004794        	1	     56276	1
201106200813	06/20/2011	06/20/2011	3379	  1904-1-01	0114858206	2.593	1	86.8	12040067	3901	12450	00004794        	1	     56276	1
201106200813	06/20/2011	06/20/2011	3380	  1904-1-01	0114858274	2.593	1	85.8	12040068	3901	12450	00004794        	1	     56276	1
201106200813	06/20/2011	06/20/2011	3381	  1904-1-01	0114869383	2.593	1	84.2	12040069	3901	12450	00004794        	1	     56276	1
201106200813	06/20/2011	06/20/2011	3382	  1904-1-01	0114869790	2.593	1	79.9	12040070	3901	12450	00004794        	1	     56276	1
201106200815	06/20/2011	06/20/2011	6466	 48501-1-01	17992700  	0.93	-1	-40.8	12040071	7340	12068	00005117        	4		1
201106200815	06/20/2011	06/20/2011	7189	 48504-1-01	17992700  	0.93	1	40.8	12040072	7341	12068		1		1
201106200817	06/20/2011	06/20/2011	366	 48501-1-01	17992680  	0.93	-1	-51.5	12040073	7320	12068	00005117        	4		1
201106200817	06/20/2011	06/20/2011	52	 48504-1-01	17992680  	0.93	1	51.5	12040074	7321	12068		1		1
201106200818	06/20/2011	06/20/2011	367	  6634-1-01	1159489403	2.35	-1	-41.45	12040075	7320	16103		4		1
201106200818	06/20/2011	06/20/2011	53	 66634-1-01	1159489403	2.55	1	41.45	12040076	7321	16103		1		1
201106200819	06/20/2011	06/20/2011	3383	  1047-1-01	0000192349	5.283	1	81.4	12040077	3901	12450	00004793        	1	     56276	1
201106200819	06/20/2011	06/20/2011	3384	  1047-1-01	0000192350	5.283	1	70.2	12040078	3901	12450	00004793        	1	     56276	1
201106200819	06/20/2011	06/20/2011	3385	  1047-1-01	0114828218	5.283	1	77.2	12040079	3901	12450	00004793        	1	     56276	1
201106200819	06/20/2011	06/20/2011	3386	  1047-1-01	0114828261	5.283	1	81.6	12040080	3901	12450	00004793        	1	     56276	1
201106200819	06/20/2011	06/20/2011	3387	  1047-1-01	0114828474	5.283	1	75.5	12040081	3901	12450	00004793        	1	     56276	1
201106200819	06/20/2011	06/20/2011	3388	  1047-1-01	0115732558	5.283	1	79.8	12040082	3901	12450	00004793        	1	     56276	1
201106200819	06/20/2011	06/20/2011	3389	  1047-1-01	0115732689	5.283	1	77.8	12040083	3901	12450	00004793        	1	     56276	1
201106200819	06/20/2011	06/20/2011	3390	  1047-1-01	0115733263	5.283	1	82.4	12040084	3901	12450	00004793        	1	     56276	1
201106200819	06/20/2011	06/20/2011	3391	  1047-1-01	0115733495	5.283	1	78.2	12040085	3901	12450	00004793        	1	     56276	1
201106200819	06/20/2011	06/20/2011	3392	  1047-1-01	0115750378	5.283	1	74	12040086	3901	12450	00004793        	1	     56276	1
201106200819	06/20/2011	06/20/2011	3393	  1047-1-01	0115750609	5.283	1	84.7	12040087	3901	12450	00004793        	1	     56276	1
201106200819	06/20/2011	06/20/2011	3394	  1047-1-01	0115750812	5.283	1	75	12040088	3901	12450	00004793        	1	     56276	1
201106200819	06/20/2011	06/20/2011	3395	  1047-1-01	0115751098	5.283	1	74.2	12040089	3901	12450	00004793        	1	     56276	1
201106200819	06/20/2011	06/20/2011	3396	  1047-1-01	0115792388	5.283	1	77.1	12040090	3901	12450	00004793        	1	     56276	1
201106200819	06/20/2011	06/20/2011	3397	  1047-1-01	0115792535	5.283	1	82.4	12040091	3901	12450	00004793        	1	     56276	1
201106200821	06/20/2011	06/20/2011	6467	 48501-1-01	17992679  	0.93	-1	-45.4	12040092	7340	12068	00005117        	4		1
201106200821	06/20/2011	06/20/2011	7190	 48504-1-01	17992679  	0.93	1	45.4	12040093	7341	12068		1		1
201106200821	06/20/2011	06/20/2011	6468	 48501-1-01	17992706  	0.93	-1	-40.2	12040094	7340	12068	00005117        	4		1
201106200821	06/20/2011	06/20/2011	7191	 48504-1-01	17992706  	0.93	1	40.2	12040095	7341	12068		1		1
201106200823	06/20/2011	06/20/2011	5552	 66387-1-01	0000570076	1.79	1	14.4	12040096	8   	0		3		1
201106200823	06/20/2011	06/20/2011	5553	 42256-1-01	0000570077	3.16	1	16.8	12040097	8   	0		3		1
201106200823	06/20/2011	06/20/2011	3398	  1374-1-01	0111717966	5.643	1	65.4	12040098	3901	12450	00004792        	1	     56276	1
201106200823	06/20/2011	06/20/2011	3399	  1374-1-01	0111717968	5.643	1	64.1	12040099	3901	12450	00004792        	1	     56276	1
201106200823	06/20/2011	06/20/2011	3400	  1374-1-01	0111717969	5.643	1	58.5	12040100	3901	12450	00004792        	1	     56276	1
201106200823	06/20/2011	06/20/2011	3401	  1374-1-01	0111717970	5.643	1	65.1	12040101	3901	12450	00004792        	1	     56276	1
201106200823	06/20/2011	06/20/2011	3402	  1374-1-01	0111717971	5.643	1	64.5	12040102	3901	12450	00004792        	1	     56276	1
201106200823	06/20/2011	06/20/2011	3403	  1374-1-01	0111717973	5.643	1	61.6	12040103	3901	12450	00004792        	1	     56276	1
201106200823	06/20/2011	06/20/2011	3404	  1374-1-01	0111717974	5.643	1	64.8	12040104	3901	12450	00004792        	1	     56276	1
201106200823	06/20/2011	06/20/2011	3405	  1374-1-01	0111717975	5.643	1	65.8	12040105	3901	12450	00004792        	1	     56276	1
201106200823	06/20/2011	06/20/2011	3406	  1374-1-01	0111717976	5.643	1	61.8	12040106	3901	12450	00004792        	1	     56276	1
201106200823	06/20/2011	06/20/2011	3407	  1374-1-01	0111717977	5.643	1	62.9	12040107	3901	12450	00004792        	1	     56276	1
201106200823	06/20/2011	06/20/2011	3408	  1374-1-01	0111717979	5.643	1	67.8	12040108	3901	12450	00004792        	1	     56276	1
201106200823	06/20/2011	06/20/2011	3409	  1374-1-01	0111717980	5.643	1	62.1	12040109	3901	12450	00004792        	1	     56276	1
201106200823	06/20/2011	06/20/2011	3410	  1374-1-01	0111717981	5.643	1	57.3	12040110	3901	12450	00004792        	1	     56276	1
201106200823	06/20/2011	06/20/2011	3411	  1374-1-01	0114857638	5.643	1	57.6	12040111	3901	12450	00004792        	1	     56276	1
