LongDate	ReceivedDate	TransactionDate	Sequence	ProductCode	LotNumber	LotUnitCost	AlternateQuantity	PricingQuantity	SerialNumber	LineCode	VendorCode	Pallet_ID	TransactionType	PO_Number	Warehouse
201106210616	06/21/2011	06/21/2011	4879	 66405-1-01	2982519092	2.64	1	15	12043256	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4880	 66405-1-01	2982519097	2.64	1	15	12043257	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4881	 66405-1-01	2982519103	2.64	1	15	12043258	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4882	 66405-1-01	2982519106	2.64	1	15	12043259	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4883	 66405-1-01	2982519131	2.64	1	15	12043260	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4884	 66405-1-01	2982519132	2.64	1	15	12043261	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4885	 66405-1-01	2982519133	2.64	1	15	12043262	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4886	 66405-1-01	2982519134	2.64	1	15	12043263	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4887	 66405-1-01	3007526874	2.64	1	15	12043264	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4888	 66405-1-01	3007526877	2.64	1	15	12043265	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4889	 66405-1-01	3007526878	2.64	1	15	12043266	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4890	 66405-1-01	3007526879	2.64	1	15	12043267	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4891	 66405-1-01	3007526880	2.64	1	15	12043268	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4892	 66405-1-01	3007526881	2.64	1	15	12043269	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4893	 66405-1-01	3007526883	2.64	1	15	12043270	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4894	 66405-1-01	3007526885	2.64	1	15	12043271	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4895	 66405-1-01	3007526886	2.64	1	15	12043272	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4896	 66405-1-01	3007526887	2.64	1	15	12043273	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4897	 66405-1-01	3007526892	2.64	1	15	12043274	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4898	 66405-1-01	3007526893	2.64	1	15	12043275	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4899	 66405-1-01	3007526894	2.64	1	15	12043276	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4900	 66405-1-01	3007526895	2.64	1	15	12043277	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4901	 66405-1-01	3007526896	2.64	1	15	12043278	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4902	 66405-1-01	3007526899	2.64	1	15	12043279	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4903	 66405-1-01	3007526900	2.64	1	15	12043280	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4904	 66405-1-01	3007526901	2.64	1	15	12043281	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4905	 66405-1-01	3007526904	2.64	1	15	12043282	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4906	 66405-1-01	3007526905	2.64	1	15	12043283	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4907	 66405-1-01	3007526906	2.64	1	15	12043284	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4908	 66405-1-01	3007526907	2.64	1	15	12043285	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4909	 66405-1-01	3007526908	2.64	1	15	12043286	8301	12710	00004759        	1	     72277	1
201106210616	06/21/2011	06/21/2011	4910	 66405-1-01	3007526909	2.64	1	15	12043287	8301	12710	00004759        	1	     72277	1
