LongDate	ReceivedDate	TransactionDate	Sequence	ProductCode	LotNumber	LotUnitCost	AlternateQuantity	PricingQuantity	SerialNumber	LineCode	VendorCode	Pallet_ID	TransactionType
201103210533	03/21/2011	03/21/2011	1676	  2304-1-01	0228346848	2.1575	1	59.5	11837808	8301	12450		1
201103210537	03/21/2011	03/21/2011	1677	  1047-1-01	0114254363	5.1775	1	74.9	11837809	8301	12450	00003657        	1
201103210537	03/21/2011	03/21/2011	1678	  1047-1-01	0114254426	5.1775	1	79.1	11837810	8301	12450	00003657        	1
201103210537	03/21/2011	03/21/2011	1679	  1047-1-01	0116880656	5.1775	1	74.4	11837811	8301	12450	00003657        	1
201103210537	03/21/2011	03/21/2011	1680	  1047-1-01	0116906833	5.1775	1	77.1	11837812	8301	12450	00003657        	1
201103210537	03/21/2011	03/21/2011	1681	  1047-1-01	0116906859	5.1775	1	78.6	11837813	8301	12450	00003657        	1
201103210537	03/21/2011	03/21/2011	1682	  1047-1-01	0116906891	5.1775	1	72.5	11837814	8301	12450	00003657        	1
201103210537	03/21/2011	03/21/2011	1683	  1047-1-01	0116906906	5.1775	1	77.1	11837815	8301	12450	00003657        	1
201103210537	03/21/2011	03/21/2011	1684	  1047-1-01	0116906942	5.1775	1	73.5	11837816	8301	12450	00003657        	1
201103210537	03/21/2011	03/21/2011	1685	  1047-1-01	0116906955	5.1775	1	75.2	11837817	8301	12450	00003657        	1
201103210537	03/21/2011	03/21/2011	1686	  1047-1-01	0116906966	5.1775	1	77.4	11837818	8301	12450	00003657        	1
201103210537	03/21/2011	03/21/2011	1687	  1047-1-01	0116907031	5.1775	1	82.4	11837819	8301	12450	00003657        	1
201103210537	03/21/2011	03/21/2011	1688	  1047-1-01	0116907049	5.1775	1	73.4	11837820	8301	12450	00003657        	1
201103210537	03/21/2011	03/21/2011	1689	  1047-1-01	0116907068	5.1775	1	71.9	11837821	8301	12450	00003657        	1
201103210537	03/21/2011	03/21/2011	1690	  1047-1-01	0116907094	5.1775	1	74.5	11837822	8301	12450	00003657        	1
201103210537	03/21/2011	03/21/2011	1691	  1047-1-01	0116907105	5.1775	1	78.6	11837823	8301	12450	00003657        	1
201103210537	03/21/2011	03/21/2011	1692	  1047-1-01	0116907130	5.1775	1	74.8	11837824	8301	12450	00003657        	1
201103210537	03/21/2011	03/21/2011	1693	  1047-1-01	0116907247	5.1775	1	77.4	11837825	8301	12450	00003657        	1
201103210537	03/21/2011	03/21/2011	1694	  1047-1-01	0116907437	5.1775	1	70	11837826	8301	12450	00003657        	1
201103210537	03/21/2011	03/21/2011	1695	  1047-1-01	0118373198	5.1775	1	74.1	11837827	8301	12450	00003657        	1
201103210537	03/21/2011	03/21/2011	1696	  1047-1-01	0118373399	5.1775	1	73	11837828	8301	12450	00003657        	1
201103210539	03/21/2011	03/21/2011	1697	  1047-1-01	0116908009	5.1775	1	72.3	11837829	8301	12450	00003656        	1
201103210539	03/21/2011	03/21/2011	1698	  1047-1-01	0116908086	5.1775	1	74.6	11837830	8301	12450	00003656        	1
201103210539	03/21/2011	03/21/2011	1699	  1047-1-01	0116908168	5.1775	1	72.3	11837831	8301	12450	00003656        	1
201103210539	03/21/2011	03/21/2011	1700	  1047-1-01	0116908193	5.1775	1	83.4	11837832	8301	12450	00003656        	1
201103210539	03/21/2011	03/21/2011	1701	  1047-1-01	0116908210	5.1775	1	78.9	11837833	8301	12450	00003656        	1
201103210539	03/21/2011	03/21/2011	1702	  1047-1-01	0118372673	5.1775	1	72.6	11837834	8301	12450	00003656        	1
201103210539	03/21/2011	03/21/2011	1703	  1047-1-01	0118372939	5.1775	1	74.4	11837835	8301	12450	00003656        	1
201103210539	03/21/2011	03/21/2011	1704	  1047-1-01	0118373261	5.1775	1	72.1	11837836	8301	12450	00003656        	1
201103210541	03/21/2011	03/21/2011	1705	  1790-1-01	0116880614	5.4575	1	85.3	11837837	8301	12450		1
201103210541	03/21/2011	03/21/2011	1706	  1790-1-01	0118353269	5.4575	1	77.8	11837838	8301	12450		1
201103210544	03/21/2011	03/21/2011	1707	  4215-1-01	0384936989	1.94	1	42	11837839	8301	12450		1
201103210544	03/21/2011	03/21/2011	1708	  4215-1-01	0384936999	1.94	1	43.9	11837840	8301	12450		1
201103210544	03/21/2011	03/21/2011	1709	  4215-1-01	0384937008	1.94	1	43	11837841	8301	12450		1
201103210544	03/21/2011	03/21/2011	1710	  4215-1-01	0384937019	1.94	1	45.2	11837842	8301	12450		1
201103210544	03/21/2011	03/21/2011	1711	  4215-1-01	0384937028	1.94	1	43.7	11837843	8301	12450		1
201103210544	03/21/2011	03/21/2011	1712	  4215-1-01	0384937039	1.94	1	42.9	11837844	8301	12450		1
201103210544	03/21/2011	03/21/2011	1713	  4216-1-01	0723110733	1.7	1	66.7	11837845	8301	12450		1
201103210544	03/21/2011	03/21/2011	1714	  4216-1-01	0723110834	1.7	1	70.7	11837846	8301	12450		1
201103210544	03/21/2011	03/21/2011	1715	  4244-1-01	0886556569	2.89	1	15.6	11837847	8301	12450		1
201103210544	03/21/2011	03/21/2011	1716	  4244-1-01	0886585461	2.89	1	13.9	11837848	8301	12450		1
201103210544	03/21/2011	03/21/2011	1717	  4244-1-01	0886585479	2.89	1	13.6	11837849	8301	12450		1
201103210544	03/21/2011	03/21/2011	1718	  4244-1-01	0886585512	2.89	1	15.9	11837850	8301	12450		1
201103210544	03/21/2011	03/21/2011	1719	  4244-1-01	0886585536	2.89	1	14.6	11837851	8301	12450		1
201103210544	03/21/2011	03/21/2011	1720	  4244-1-01	0886585673	2.89	1	13.5	11837852	8301	12450		1
201103210544	03/21/2011	03/21/2011	1721	  4244-1-01	0886585764	2.89	1	14.5	11837853	8301	12450		1
201103210544	03/21/2011	03/21/2011	1722	  4318-1-01	0886576415	1.97	1	62.7	11837854	8301	12450		1
201103210544	03/21/2011	03/21/2011	1723	  4318-1-01	0886576473	1.97	1	59.6	11837855	8301	12450		1
201103210544	03/21/2011	03/21/2011	1724	  4318-1-01	0886576846	1.97	1	61.3	11837856	8301	12450		1
201103210544	03/21/2011	03/21/2011	1725	  4318-1-01	0886576861	1.97	1	62.7	11837857	8301	12450		1
201103210544	03/21/2011	03/21/2011	1726	  4318-1-01	0886577252	1.97	1	61	11837858	8301	12450		1
201103210544	03/21/2011	03/21/2011	1727	  4318-1-01	0886578225	1.97	1	56.7	11837859	8301	12450		1
201103210544	03/21/2011	03/21/2011	1728	  4318-1-01	0886579224	1.97	1	61.6	11837860	8301	12450		1
201103210544	03/21/2011	03/21/2011	1729	  4409-1-01	0384934060	3.41	1	28.5	11837861	8301	12450		1
201103210544	03/21/2011	03/21/2011	1730	  4409-1-01	0384934078	3.41	1	27	11837862	8301	12450		1
201103210544	03/21/2011	03/21/2011	1731	  4409-1-01	0384934188	3.41	1	30.1	11837863	8301	12450		1
201103210552	03/21/2011	03/21/2011	8047	 66231-1-01	0025897180	4.3571	-1	-10.54	11837864	7320	1		4
